x_chest,y_chest,z_chest,x_ankle,y_ankle,z_ankle,position
252,-39,45,-70,-62,-233,10
252,-39,45,-70,-62,-233,10
252,-38,46,-70,-62,-234,10
252,-38,45,-70,-62,-234,11
251,-39,46,-70,-62,-234,11
252,-39,31,-60,-55,-239,11
247,-49,-24,-64,-51,-239,11
248,-40,47,-39,-57,-240,11
252,-39,45,-56,-52,-241,11
252,-42,46,-54,-51,-241,11
252,-42,45,-55,-51,-241,11
252,-41,45,-55,-51,-241,11
252,-42,44,-55,-51,-240,11
251,-41,45,-55,-51,-241,11
251,-42,44,-56,-52,-241,11
251,-41,45,-56,-51,-240,11
252,-43,44,-56,-52,-241,11
252,-41,45,-56,-51,-241,11
251,-42,45,-56,-52,-241,11
251,-42,44,-56,-51,-240,11
252,-42,44,-56,-51,-240,11
251,-40,45,-56,-51,-240,11
252,-41,45,-57,-51,-240,11
252,-42,45,-57,-51,-240,11
252,-41,45,-57,-51,-240,11
251,-42,45,-57,-52,-240,11
251,-41,46,-57,-51,-240,11
252,-43,45,-57,-52,-240,11
251,-41,45,-57,-51,-240,11
251,-42,45,-57,-52,-240,11
252,-41,45,-57,-51,-240,11
251,-42,46,-58,-51,-240,11
251,-40,46,-58,-51,-240,11
252,-42,45,-58,-52,-240,11
251,-41,47,-58,-51,-240,11
251,-42,46,-59,-52,-240,11
251,-41,47,-58,-52,-240,11
252,-42,46,-58,-52,-240,11
251,-41,47,-58,-52,-240,11
251,-42,46,-59,-52,-240,11
251,-41,47,-59,-51,-239,11
251,-42,46,-59,-52,-239,11
251,-41,47,-59,-52,-239,11
251,-41,46,-59,-52,-239,11
251,-42,46,-59,-52,-239,11
252,-41,46,-60,-52,-239,11
251,-42,46,-59,-52,-240,11
252,-41,46,-60,-52,-239,11
251,-42,46,-60,-52,-239,11
252,-41,46,-60,-52,-239,11
251,-41,46,-60,-52,-239,11
251,-42,46,-60,-51,-240,11
251,-42,46,-60,-52,-239,11
251,-41,46,-60,-52,-239,11
251,-41,46,-60,-52,-239,11
251,-41,46,-60,-52,-239,11
252,-41,46,-60,-52,-239,11
251,-41,46,-60,-52,-239,11
251,-44,47,-60,-52,-239,11
251,-43,44,-60,-52,-239,11
251,-45,42,-61,-52,-239,11
251,-43,42,-61,-52,-239,11
252,-43,42,-61,-52,-239,12
252,-44,42,-62,-52,-239,12
238,-53,-46,-67,-72,-237,12
245,-51,-21,-42,-71,-233,12
